4489750048785077|08|2028|000
4489750048704284|08|2028|000
4489750048768727|08|2028|000
4489750048745881|08|2028|000
4489750048771846|08|2028|000
4489750048712741|08|2028|000
4489750048703245|08|2028|000
4489750048711073|08|2028|000
4489750048726550|08|2028|000
4489750048775862|08|2028|000
4489750048720728|08|2028|000
4489750048717625|08|2028|000
4489750048771770|08|2028|000
4489750048714671|08|2028|000
4489750048752853|08|2028|000
4489750048743753|08|2028|000
4489750048713376|08|2028|000
4489750048702072|08|2028|000
4489750048715652|08|2028|000
4489750048754107|08|2028|000
4489750048742615|08|2028|000
4489750048757233|08|2028|000
4489750048781407|08|2028|000
4489750048747168|08|2028|000
4489750048762282|08|2028|000
4489750048743274|08|2028|000
4489750048707105|08|2028|000
4489750048785374|08|2028|000
4489750048788253|08|2028|000
4489750048736245|08|2028|000
4489750048738258|08|2028|000
4489750048703476|08|2028|000
4489750048746517|08|2028|000
4489750048780466|08|2028|000
4489750048784542|08|2028|000
4489750048702551|08|2028|000
4489750048734018|08|2028|000
4489750048722708|08|2028|000
4489750048702601|08|2028|000
4489750048784161|08|2028|000
4489750048771325|08|2028|000
4489750048724308|08|2028|000
4489750048744702|08|2028|000
4489750048703245|08|2028|000
4489750048778304|08|2028|000
4489750048766168|08|2028|000
4489750048722328|08|2028|000
4489750048757605|08|2028|000
4489750048720462|08|2028|000
4489750048722682|08|2028|000
4489750048733770|08|2028|000
4489750048735387|08|2028|000
4489750048743472|08|2028|000
4489750048724118|08|2028|000
4489750048737045|08|2028|000
4489750048788162|08|2028|000
4489750048760872|08|2028|000
4489750048783346|08|2028|000
4489750048700308|08|2028|000
4489750048742466|08|2028|000
4489750048751137|08|2028|000
4489750048766853|08|2028|000
4489750048775581|08|2028|000
4489750048774865|08|2028|000
4489750048704342|08|2028|000
4489750048724886|08|2028|000
4489750048731147|08|2028|000
4489750048747556|08|2028|000
4489750048721858|08|2028|000
4489750048744025|08|2028|000
4489750048744520|08|2028|000
4489750048788626|08|2028|000
4489750048784674|08|2028|000
4489750048768685|08|2028|000
4489750048731766|08|2028|000
4489750048771564|08|2028|000
4489750048775482|08|2028|000
4489750048701538|08|2028|000
4489750048702668|08|2028|000
4489750048757431|08|2028|000
4489750048725834|08|2028|000
4489750048756425|08|2028|000
4489750048713228|08|2028|000
4489750048762043|08|2028|000
4489750048732822|08|2028|000
4489750048725172|08|2028|000
4489750048718557|08|2028|000
4489750048704466|08|2028|000
4489750048784518|08|2028|000
4489750048737334|08|2028|000
4489750048724217|08|2028|000
4489750048708640|08|2028|000
4489750048782124|08|2028|000
4489750048750154|08|2028|000
4489750048754578|08|2028|000
4489750048763868|08|2028|000
4489750048782348|08|2028|000
4489750048762027|08|2028|000
4489750048777173|08|2028|000
4489750048765640|08|2028|000
4489750048765574|08|2028|000
4489750048711016|08|2028|000
4489750048705547|08|2028|000
4489750048742383|08|2028|000
4489750048785143|08|2028|000
4489750048701413|08|2028|000
4489750048766044|08|2028|000
4489750048725602|08|2028|000
4489750048747424|08|2028|000
4489750048735775|08|2028|000
4489750048726477|08|2028|000
4489750048766838|08|2028|000
4489750048733788|08|2028|000
4489750048720272|08|2028|000
4489750048711578|08|2028|000
4489750048722351|08|2028|000
4489750048785838|08|2028|000
4489750048770301|08|2028|000
4489750048722310|08|2028|000
4489750048715603|08|2028|000
4489750048713350|08|2028|000
4489750048755302|08|2028|000
4489750048752705|08|2028|000
4489750048715108|08|2028|000
4489750048763413|08|2028|000
4489750048767232|08|2028|000
4489750048721122|08|2028|000
4489750048718458|08|2028|000
4489750048737201|08|2028|000
4489750048748372|08|2028|000
4489750048753125|08|2028|000
4489750048708160|08|2028|000
4489750048788303|08|2028|000
4489750048768685|08|2028|000
4489750048745055|08|2028|000
4489750048722005|08|2028|000
4489750048727368|08|2028|000
4489750048708632|08|2028|000
4489750048735320|08|2028|000
4489750048755534|08|2028|000
4489750048724456|08|2028|000
4489750048771242|08|2028|000
4489750048778874|08|2028|000
4489750048784385|08|2028|000
4489750048746004|08|2028|000
4489750048772158|08|2028|000
4489750048718136|08|2028|000
4489750048764510|08|2028|000
4489750048777835|08|2028|000
4489750048713178|08|2028|000
4489750048785713|08|2028|000
4489750048762282|08|2028|000
4489750048777116|08|2028|000
4489750048784724|08|2028|000
4489750048776118|08|2028|000
4489750048721221|08|2028|000
4489750048767661|08|2028|000
4489750048715330|08|2028|000
4489750048735841|08|2028|000
4489750048710737|08|2028|000
4489750048744744|08|2028|000
4489750048786802|08|2028|000
4489750048708715|08|2028|000
4489750048721841|08|2028|000
4489750048717054|08|2028|000
4489750048755757|08|2028|000
4489750048713640|08|2028|000
4489750048710760|08|2028|000
4489750048760583|08|2028|000
4489750048741211|08|2028|000
4489750048720678|08|2028|000
4489750048754511|08|2028|000
4489750048781654|08|2028|000
4489750048728283|08|2028|000
4489750048712550|08|2028|000
4489750048770368|08|2028|000
4489750048750527|08|2028|000
4489750048788758|08|2028|000
4489750048785226|08|2028|000
4489750048768362|08|2028|000
4489750048777041|08|2028|000
4489750048772851|08|2028|000
4489750048786273|08|2028|000
4489750048720587|08|2028|000
4489750048711487|08|2028|000
4489750048784864|08|2028|000
4489750048731618|08|2028|000
4489750048786026|08|2028|000
4489750048703062|08|2028|000
4489750048765426|08|2028|000
4489750048705885|08|2028|000
4489750048781803|08|2028|000
4489750048752184|08|2028|000
4489750048755245|08|2028|000
4489750048773875|08|2028|000
4489750048702577|08|2028|000
4489750048721353|08|2028|000
4489750048708236|08|2028|000
4489750048781530|08|2028|000
4489750048776803|08|2028|000
4489750048753331|08|2028|000
4489750048717054|08|2028|000
4489750048767117|08|2028|000
4489750048706107|08|2028|000
4489750048741245|08|2028|000
4489750048714523|08|2028|000
4489750048717724|08|2028|000
4489750048781720|08|2028|000
4489750048731774|08|2028|000
4489750048757332|08|2028|000
4489750048772117|08|2028|000
4489750048778445|08|2028|000
4489750048714770|08|2028|000
4489750048726881|08|2028|000
4489750048703450|08|2028|000
4489750048730552|08|2028|000
4489750048746632|08|2028|000
4489750048727467|08|2028|000
4489750048727004|08|2028|000
4489750048766606|08|2028|000
4489750048785663|08|2028|000
4489750048747333|08|2028|000
4489750048700688|08|2028|000
4489750048763256|08|2028|000
4489750048754461|08|2028|000
4489750048771747|08|2028|000
4489750048782736|08|2028|000
4489750048717633|08|2028|000
4489750048714143|08|2028|000
4489750048785523|08|2028|000
4489750048708137|08|2028|000
4489750048758058|08|2028|000
4489750048700704|08|2028|000
4489750048778304|08|2028|000
